Gegenstand;zugewiesene Gruppen;Brutto Betrag;Dokument;Kostenstellen;Kreditorname;Kreditornr.;Mandantenname;Mandantennr.;Netto Betrag;Prozessinstanz;Rechnungsdatum;Standort;Externe Belegnr.;Belegart;Empfangsdatum;Link zur Aufgabe;
KST Belegung;EAV_Buchhaltung;5,80;IL00009851;907120;Volvo Truck Corporation;700012400;Ferronordic Immobilien GmbH;10003;5,00;Verwaltung;02.11.2020;Frankfurt;5313;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48267?task_form_url_id=fa0b10487a0aafcec4658d307c9c444a;
KST Belegung;EAV_Buchhaltung;0,00;IL00009838;907120;Volvo Truck Corporation;700012400;Ferronordic Immobilien GmbH;10003;0,00;Verwaltung;02.11.2020;Frankfurt;5313;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48258?task_form_url_id=2ce673c4f1966776c3d7f4231cf59faf;
KST Belegung;EAV_Buchhaltung;75685,56;IL00009837;907120;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;75685,56;Verwaltung;14.11.2020;Frankfurt;6639405;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48259?task_form_url_id=e921716263cbb4fae9b613f36d763b24;
KST Belegung;EAV_Buchhaltung;0,00;IL00009806;907120;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;0,00;Verwaltung;14.11.2020;Frankfurt;6639405;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48235?task_form_url_id=470d0b4432b3ff0431a51cd8fc36b6a7;
KST Belegung;EAV_Buchhaltung;0,00;IL00009769;907120;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;0,00;Verwaltung;14.11.2020;Frankfurt;6639405;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48229?task_form_url_id=fb460bb40fb06ddbd1fb2d3de75759ef;
KST Belegung;EAV_Buchhaltung;26,36;IL00009759;907120;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;22,72;Verwaltung;11.11.2020;Frankfurt;10346955;Credit Note;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48177?task_form_url_id=64e033e282fc45a949525d87b5abb6ff;
KST Belegung;EAV_Buchhaltung;1067,20;IL00009761;907120;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;920,00;Verwaltung;09.11.2020;Frankfurt;5203491;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48175?task_form_url_id=7fea2ffef191e41672f31abf506104b2;
KST Belegung;EAV_Buchhaltung;142,29;IL00009763;907120;Linde GmbH, Gases Devision;700023500;Ferronordic GmbH;10002;122,66;Verwaltung;10.11.2020;Frankfurt;223;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48173?task_form_url_id=08f7d75a5857e0db94c36afd3e52811e;
KST Belegung;EAV_Buchhaltung;204,00;IL00009743;907120;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;204,00;Verwaltung;06.11.2020;Frankfurt;5026575309;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48198?task_form_url_id=ba790880e2fdeb3010ef4e8d63647e09;
KST Belegung;EAV_Buchhaltung;884,70;IL00009738;907120;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;762,67;Verwaltung;11.11.2020;Frankfurt;10346954;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48194?task_form_url_id=e89cc724066a621b4ef489ad2b3a52e5;
KST Belegung;EAV_Buchhaltung;64,38;IL00009740;907120;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;55,50;Verwaltung;09.11.2020;Frankfurt;93976;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48193?task_form_url_id=b2542042b6e2f8663fcd9aeeb2e250ad;
KST Belegung;EAV_Buchhaltung;63,10;IL00009750;907120;Wismet GmbH;700066000;Ferronordic GmbH;10002;54,40;Verwaltung;16.11.2020;Frankfurt;0294141;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48192?task_form_url_id=d255ea9629cb7b25f98b2bd190c2e26e;
KST Belegung;EAV_Buchhaltung;245,70;IL00009753;907120;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;211,81;Verwaltung;05.11.2020;Frankfurt;Rechnungsdatum:05;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48190?task_form_url_id=4918f0414b4bcc497a77c58af01b0205;
KST Belegung;EAV_Buchhaltung;352,45;IL00009747;907120;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;303,84;Verwaltung;11.11.2020;Frankfurt;605030;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48186?task_form_url_id=5ddd411b98ce81c356fffb5ab186791b;
KST Belegung;EAV_Buchhaltung;6,59;IL00009746;907120;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;5,68;Verwaltung;13.11.2020;Frankfurt;10347557;Credit Note;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48185?task_form_url_id=378a91523cf4ba4dc84fce9fe8e812eb;
KST Belegung;EAV_Buchhaltung;80,04;IL00009745;907120;MAKRA Chemie GmbH;700022800;Ferronordic GmbH;10002;69,00;Verwaltung;09.11.2020;Frankfurt;1738178;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48184?task_form_url_id=62afce54590de926086b9b6a4d5ab43f;
KST Belegung;EAV_Buchhaltung;732,17;IL00009756;907120;Albert Klos Nutzfahrzeuge e.K.;700026100;Ferronordic GmbH;10002;631,18;Verwaltung;11.11.2020;Frankfurt;37891/11/20;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48180?task_form_url_id=c8b557884c38a9237981a7e99e11236d;
KST Belegung;EAV_Buchhaltung;64,16;IL00009757;907120;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;55,31;Verwaltung;11.11.2020;Frankfurt;212409628;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48179?task_form_url_id=9cb46ffff9f854cd37736a588446b935;
Rechnungsprüfung < 2.000 ?;EAV_Verwaltung_Stufe1;1180,79;IL00008684;907000;MSX International;700068000;Ferronordic GmbH;10002;1017,92;Verwaltung;06.11.2020;Frankfurt;36202324;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47167?task_form_url_id=08e859a6307614d8f014d7e332f309df;
KST Belegung;EAV_Buchhaltung;260,77;IL00009720;907000;Wüllhorst GmbH & Co. KG;700022000;Ferronordic GmbH;10002;224,80;Verwaltung;11.11.2020;Frankfurt;5009830;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48161?task_form_url_id=1ad85b8068ea988832da56a90ad8d0ed;
KST Belegung;EAV_Buchhaltung;174,00;IL00009721;907000;Szeltner & Szeltner GmbH;700031800;Ferronordic GmbH;10002;150,00;Verwaltung;11.11.2020;Frankfurt;R20-0197;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48160?task_form_url_id=ad19a3b109ae42edb8c02070fd9f3f78;
KST Belegung;EAV_Buchhaltung;52,23;IL00009694;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;45,03;Verwaltung;12.11.2020;Frankfurt;1050000005359;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48155?task_form_url_id=5a5d44f9c2de0dc28d192b01bc9861a3;
KST Belegung;EAV_Buchhaltung;176,78;IL00009696;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;152,40;Verwaltung;09.11.2020;Frankfurt;80222514;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48153?task_form_url_id=a68f749124cc649b160afdccb20ae2c3;
KST Belegung;EAV_Buchhaltung;154,47;IL00009699;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;133,16;Verwaltung;12.11.2020;Frankfurt;20456321;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48150?task_form_url_id=1e905a7326596b337ed78803207cfee7;
KST Belegung;EAV_Buchhaltung;158,62;IL00009700;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;136,74;Verwaltung;12.11.2020;Frankfurt;212410391;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48149?task_form_url_id=e63cda554b2223b729c5af191b8a5c88;
KST Belegung;EAV_Buchhaltung;1044,00;IL00009681;907000;Schnittger Kassel Inh. Marc Schnittger;700054400;Ferronordic GmbH;10002;900,00;Verwaltung;10.11.2020;Frankfurt;829840;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48147?task_form_url_id=c3a6ab6b6bf42b962cc113f63555df44;
KST Belegung;EAV_Buchhaltung;104,40;IL00009683;907000;Schnittger Kassel Inh. Marc Schnittger;700054400;Ferronordic GmbH;10002;90,00;Verwaltung;10.11.2020;Frankfurt;829840;Credit Note;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48146?task_form_url_id=aa752a529e975e0bb4e5a7a714bab3a3;
KST Belegung;EAV_Buchhaltung;303,99;IL00009685;907000;Daimler Truck AG;700026700;Ferronordic GmbH;10002;262,06;Verwaltung;09.11.2020;Frankfurt;2348106450;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48144?task_form_url_id=a0e80aa65fee02d5f669d4eebba95b89;
KST Belegung;EAV_Buchhaltung;42,10;IL00009688;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;36,30;Verwaltung;06.11.2020;Frankfurt;5026575302;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48141?task_form_url_id=4d0879aababd2caa33534c56d923f376;
KST Belegung;EAV_Buchhaltung;22,27;IL00009686;907000;Bundesamt für Güterverkehr;700051300;Ferronordic GmbH;10002;22,27;Verwaltung;04.11.2020;Frankfurt;2050214436770;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48143?task_form_url_id=bc4b9c333fcf95b29c9019584153d545;
KST Belegung;EAV_Buchhaltung;96202,28;IL00009669;907000;Volvo Lastvagnar AB Volvo Truck Corp.;700051700;Ferronordic GmbH;10002;82933,00;Verwaltung;29.10.2020;Frankfurt;5307640;Credit Note;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48140?task_form_url_id=e3b8085186c3fe43dd785f840f99d5a5;
KST Belegung;EAV_Buchhaltung;316,98;IL00009671;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;316,98;Verwaltung;06.11.2020;Frankfurt;7006870803;Credit Note;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48139?task_form_url_id=e33698d07776cec6a601a45336ed9fa1;
KST Belegung;EAV_Buchhaltung;2582,16;IL00009670;907000;RABE Truck- & Trailerservice GmbH;700016100;Ferronordic GmbH;10002;2226,00;Verwaltung;11.11.2020;Frankfurt;2259581;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48138?task_form_url_id=12e0039b409f4a77ef6e62984c6b8734;
KST Belegung;EAV_Buchhaltung;826,85;IL00009674;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;712,80;Verwaltung;06.11.2020;Frankfurt;5026575304;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48137?task_form_url_id=fb7019a3f7a52a6476a83f1e7cb6d857;
KST Belegung;EAV_Buchhaltung;612,00;IL00009673;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;612,00;Verwaltung;06.11.2020;Frankfurt;7006870238;Credit Note;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48136?task_form_url_id=634d53086760fa70b7d6b840cfaf4ac6;
KST Belegung;EAV_Buchhaltung;233,44;IL00009662;907000;EUROPART Trading GmbH;700003700;Ferronordic GmbH;10002;201,24;Verwaltung;12.11.2020;Frankfurt;17829684;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48133?task_form_url_id=d5a9f67f3c1e812d1025e6bb40f69eb0;
KST Belegung;EAV_Buchhaltung;153,36;IL00009664;907000;Night Star Express Hellmann & Honold Gmb;700031000;Ferronordic GmbH;10002;132,21;Verwaltung;10.11.2020;Frankfurt;17829684;Invoice;2020-11-16;https://ferronordic.d-velop.cloud/smartinvoice/workflows/48131?task_form_url_id=73150e996673273d3973ffad07a25217;
KST Belegung;EAV_Buchhaltung;70,34;IL00009562;907000;WERO GmbH;700062700;Ferronordic GmbH;10002;60,64;Verwaltung;10.11.2020;Frankfurt;20601996;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47930?task_form_url_id=da67d475687fe380d2daa6df38c03a75;
KST Belegung;EAV_Buchhaltung;925,68;IL00009540;907000;Telekom Deutschland AG;700005200;Ferronordic GmbH;10002;798,00;Verwaltung;09.11.2020;Frankfurt;8001456709;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47918?task_form_url_id=8887a130b1e4d232198733c12b97ff13;
KST Belegung;EAV_Buchhaltung;886,84;IL00009539;907000;computeruniverse GmbH;700004400;Ferronordic GmbH;10002;764,52;Verwaltung;12.11.2020;Frankfurt;TM2431;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47927?task_form_url_id=0f08a9c6b8714caa111bd48ac9d80b58;
KST Belegung;EAV_Buchhaltung;435,00;IL00009538;907000;R&D Autoglas Dessau;700075400;Ferronordic GmbH;10002;375,00;Verwaltung;06.11.2020;Frankfurt;104100;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47926?task_form_url_id=f46be8a69ded106dff0f0408b6f271ad;
KST Belegung;EAV_Buchhaltung;473,70;IL00009545;907000;computeruniverse GmbH;700004400;Ferronordic GmbH;10002;408,36;Verwaltung;12.11.2020;Frankfurt;TM2778;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47923?task_form_url_id=735822f9979bdd9561b0bb3023abee5d;
KST Belegung;EAV_Buchhaltung;175,07;IL00009544;907000;Firtz Müller Autoteile GmbH;700080400;Ferronordic GmbH;10002;150,92;Verwaltung;10.11.2020;Frankfurt;8960092182/10.1;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47922?task_form_url_id=a3a68a2de28083efb3682854ba01fe0c;
KST Belegung;EAV_Buchhaltung;43,19;IL00009543;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;37,23;Verwaltung;09.11.2020;Frankfurt;591838;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47921?task_form_url_id=c8c2baf0a8e72daa6ae5975e9dcc4cb6;
KST Belegung;EAV_Buchhaltung;122,73;IL00009542;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;105,80;Verwaltung;12.11.2020;Frankfurt;20456375;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47920?task_form_url_id=e1d21f88d80de95dc7b3cf0f74bd193d;
KST Belegung;EAV_Buchhaltung;512,72;IL00009541;907000;Hyva Germany GmbH;700029500;Ferronordic GmbH;10002;442,00;Verwaltung;12.11.2020;Frankfurt;836179;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47919?task_form_url_id=d565aa0cc64c2f54d02d03e58a60fe84;
KST Belegung;EAV_Buchhaltung;14,15;IL00009521;907000;Office Depot Deutschland GmbH Viking;700007100;Ferronordic GmbH;10002;12,20;Verwaltung;12.11.2020;Frankfurt;4911609039;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47915?task_form_url_id=d868fe23d2d56ef37e4be337e516d8f8;
KST Belegung;EAV_Buchhaltung;243,60;IL00009528;907000;Hessisches Polizeipräsidium für Technik;700025200;Ferronordic GmbH;10002;210,00;Verwaltung;13.11.2020;Frankfurt;90659679;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47912?task_form_url_id=5d781146d3c8926bb65d993b64792068;
KST Belegung;EAV_Buchhaltung;88856,00;IL00009527;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;76600,00;Verwaltung;13.11.2020;Frankfurt;3304093;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47911?task_form_url_id=0357c03e9cf5481486e6d3c465c3975c;
KST Belegung;EAV_Buchhaltung;119,00;IL00009526;907000;Federn-Schulze GbR Fahrzeugteile;700011600;Ferronordic GmbH;10002;100,00;Verwaltung;12.11.2020;Frankfurt;G2002211;Credit Note;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47910?task_form_url_id=7267bc0bc189c07ea5684d16e5d369a8;
KST Belegung;EAV_Buchhaltung;109415,84;IL00009524;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;94324,00;Verwaltung;13.11.2020;Frankfurt;3304086;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47909?task_form_url_id=19ce5d4eaa35143285c6faf503c8a88f;
KST Belegung;EAV_Buchhaltung;384,00;IL00009523;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;384,00;Verwaltung;12.11.2020;Frankfurt;2020-13099;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47908?task_form_url_id=5bb446ebb83d7fbce8ce590bd3c4ff65;
KST Belegung;EAV_Buchhaltung;77,21;IL00009508;907000;Biberpost - Marketing Servce Magdeburg K;700083800;Ferronordic GmbH;10002;66,56;Verwaltung;10.11.2020;Frankfurt;5107956152;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47907?task_form_url_id=4b9cc9433c79e4a87650a99acc9bfa76;
KST Belegung;EAV_Buchhaltung;147,60;IL00009506;907000;TOI TOI & DIXI Sanitärsysteme GmbH;700022300;Ferronordic GmbH;10002;127,24;Verwaltung;11.11.2020;Frankfurt;11337911;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47905?task_form_url_id=b31bd9778c00663b9fd67bb48751dee5;
KST Belegung;EAV_Buchhaltung;177,18;IL00009505;907000;TOI TOI & DIXI Sanitärsysteme GmbH;700022300;Ferronordic GmbH;10002;152,74;Verwaltung;11.11.2020;Frankfurt;200596;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47904?task_form_url_id=a72b8e6d2530642072c8277052d47e68;
KST Belegung;EAV_Buchhaltung;375,14;IL00009491;907000;Vierlande Food-Service GmbH;700030100;Ferronordic GmbH;10002;323,40;Verwaltung;09.11.2020;Frankfurt;20172679;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47901?task_form_url_id=ce8648eb08fac927122f0dfde83b66e8;
KST Belegung;EAV_Buchhaltung;406,56;IL00009483;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;350,48;Verwaltung;10.11.2020;Frankfurt;212408893;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47893?task_form_url_id=d2fce9d9ea2c5ed7d52b8cee78933c3d;
KST Belegung;EAV_Buchhaltung;174,75;IL00009482;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;150,65;Verwaltung;09.11.2020;Frankfurt;2654060913;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47892?task_form_url_id=3af2ac9b1508f8b853820221518a5c7d;
KST Belegung;EAV_Buchhaltung;98,76;IL00009465;907000;Wütschner Fahrzeugteile GmbH;700020900;Ferronordic GmbH;10002;85,14;Verwaltung;07.11.2020;Frankfurt;2040611189;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47884?task_form_url_id=f32836eb080a3689416755752c358faf;
KST Belegung;EAV_Buchhaltung;277,75;IL00009465;907000;Federn-Schulze GbR Fahrzeugteile;700011600;Ferronordic GmbH;10002;239,44;Verwaltung;12.11.2020;Frankfurt;R20021529;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47864?task_form_url_id=359aef84f92b18cc34b25ad70c397c3e;
KST Belegung;EAV_Buchhaltung;21,23;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;18,30;Verwaltung;11.11.2020;Frankfurt;64459789;Credit Note;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47863?task_form_url_id=172f3ba61c5c4a37a9e11e0b70032b5d;
KST Belegung;EAV_Buchhaltung;296,21;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;255,35;Verwaltung;11.11.2020;Frankfurt;20448170;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47862?task_form_url_id=dfaa68534ba2889af1dda03178de1d5c;
KST Belegung;EAV_Buchhaltung;27,40;IL00009465;907000;KFZ-Zulassungsdienst LHR Lewis Herbert R;700008400;Ferronordic GmbH;10002;23,62;Verwaltung;12.11.2020;Frankfurt;20448170;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47861?task_form_url_id=7b9d27cf5379a68e2d4c9906b0ea9e40;
KST Belegung;EAV_Buchhaltung;87,00;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;75,00;Verwaltung;11.11.2020;Frankfurt;20448806;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47860?task_form_url_id=ba4cf35b045fd834cdd2c245fee68c0a;
KST Belegung;EAV_Buchhaltung;42,36;IL00009465;907000;Adolf Würth GmbH & Co.KG;700002800;Ferronordic GmbH;10002;36,52;Verwaltung;11.11.2020;Frankfurt;6027802503;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47859?task_form_url_id=8b7b707a05065d68b09e82118912aae6;
KST Belegung;EAV_Buchhaltung;475,60;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;410,00;Verwaltung;11.11.2020;Frankfurt;20449471;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47857?task_form_url_id=d0b12213eff2f77fa6928cb76e807fc6;
KST Belegung;EAV_Buchhaltung;76,16;IL00009465;907000;Akademie des Deutschen Kraftfahrzeuggewe;700032000;Ferronordic GmbH;10002;64,00;Verwaltung;04.11.2020;Frankfurt;R284212;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47853?task_form_url_id=53b7fe7a26cfff31b86f7a416d5ecbbf;
KST Belegung;EAV_Buchhaltung;408,00;IL00009465;907000;Akademie des Deutschen Kraftfahrzeuggewe;700032000;Ferronordic GmbH;10002;408,00;Verwaltung;30.10.2020;Frankfurt;5026570329;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47852?task_form_url_id=8b25bde698f9bf5bf85b966e18b7a838;
KST Belegung;EAV_Buchhaltung;-22,09;IL00009465;907000;Hofmeister & Meincke GmbH;700006300;Ferronordic GmbH;10002;-19,04;Verwaltung;06.11.2020;Frankfurt;3712942284;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47847?task_form_url_id=7bcbe746bede38ba3c36c2a3809557c7;
KST Belegung;EAV_Buchhaltung;55,60;IL00009465;907000;Technolit GmbH;700011000;Ferronordic GmbH;10002;47,93;Verwaltung;09.11.2020;Frankfurt;15442202;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47844?task_form_url_id=98f3cc05272f66c15dbd03cc516566e5;
KST Belegung;EAV_Buchhaltung;3796,68;IL00009465;907000;Kraftfahrzeug Service Siebold GmbH;700026300;Ferronordic GmbH;10002;3273,00;Verwaltung;06.11.2020;Frankfurt;4201426;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47843?task_form_url_id=388f6f267be1f9b12fea62487d6fabf5;
KST Belegung;EAV_Buchhaltung;133,16;IL00009465;907000;Prosegur Cash Services Germany GmbH;700083900;Ferronordic GmbH;10002;114,79;Verwaltung;06.11.2020;Frankfurt;30-00102866;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47841?task_form_url_id=fbba4de4e71808a33981e387e8eb1f6f;
