Gegenstand;zugewiesene Gruppen;Brutto Betrag;Dokument;Kostenstellen;Kreditorname;Kreditornr.;Mandantenname;Mandantennr.;Netto Betrag;Prozessinstanz;Rechnungsdatum;Standort;Externe Belegnr.;Belegart;Empfangsdatum;Link zur Aufgabe;
KST Belegung;EAV_Buchhaltung;1055,60;IL00009465;907000;Auto-Henrich GmbH;700003300;Ferronordic GmbH;10002;910,00;Verwaltung;06.11.2020;Frankfurt;4575-20;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47827?task_form_url_id=7b52c549879be07f5f20e3f373b3b85c;
KST Belegung;EAV_Buchhaltung;37,90;IL00009465;907000;Auto-Henrich GmbH;700003300;Ferronordic GmbH;10002;32,67;Verwaltung;04.11.2020;Frankfurt;R20453422;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47825?task_form_url_id=961de9b4d516c69a9c07a574fab5610b;
KST Belegung;EAV_Buchhaltung;105,56;IL00009465;907000;Auto-Henrich GmbH;700003300;Ferronordic GmbH;10002;91,00;Verwaltung;06.11.2020;Frankfurt;4575-20;Credit Note;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47823?task_form_url_id=cf1a288907803360da3e9231e8f1b1d9;
KST Belegung;EAV_Buchhaltung;348,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;300,00;Verwaltung;10.11.2020;Frankfurt;701695;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47822?task_form_url_id=026861a5fccee453dbc42e72f2cec139;
KST Belegung;EAV_Buchhaltung;10,16;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;8,76;Verwaltung;11.11.2020;Frankfurt;10346957;Credit Note;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47819?task_form_url_id=8eb45836fe36bd82289feaf8108a437b;
KST Belegung;EAV_Buchhaltung;580,00;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;500,00;Verwaltung;09.11.2020;Frankfurt;2020-0985;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47818?task_form_url_id=f041276bf5479309b29894b6b8a27c14;
KST Belegung;EAV_Buchhaltung;36,53;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;31,49;Verwaltung;11.11.2020;Frankfurt;10346956;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47816?task_form_url_id=73999e4b8d75c9f8d1d3fa01bda4f54a;
KST Belegung;EAV_Buchhaltung;1948,80;IL00009465;907000;TCR Truck Center Rhön GmbH;700018300;Ferronordic GmbH;10002;1680,00;Verwaltung;10.11.2020;Frankfurt;1434211;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47815?task_form_url_id=8fea228b17ccde061e59bcc0b5b7be29;
KST Belegung;EAV_Buchhaltung;108,12;IL00009465;907000;Aqua Vital Quell- und Mineralwasser GmbH;700035900;Ferronordic GmbH;10002;93,21;Verwaltung;12.11.2020;Frankfurt;0027700168;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47813?task_form_url_id=f166ff93f1f21127f1ac5e7296d84bfb;
KST Belegung;EAV_Buchhaltung;128,08;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;110,41;Verwaltung;30.10.2020;Frankfurt;2020-103836;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47812?task_form_url_id=445ee96969a5c11914d8083c6ec09179;
KST Belegung;EAV_Buchhaltung;83,21;IL00009465;907000;Aqua Vital Quell- und Mineralwasser GmbH;700035900;Ferronordic GmbH;10002;71,73;Verwaltung;12.11.2020;Frankfurt;0027700167;Invoice;2020-11-13;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47810?task_form_url_id=a4a9d51a49448b7a9294ca0d662a4a74;
KST Belegung;EAV_Buchhaltung;80,04;IL00009465;907000;MAKRA Chemie GmbH;700022800;Ferronordic GmbH;10002;69,00;Verwaltung;09.11.2020;Frankfurt;1738178;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47734?task_form_url_id=c0894fdae1421cde4f892e69bc1eb9cd;
KST Belegung;EAV_Buchhaltung;39,50;IL00009465;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;34,05;Verwaltung;12.11.2020;Frankfurt;607195;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47711?task_form_url_id=c5247fd125eb75790e9edb31650ede5a;
KST Belegung;EAV_Buchhaltung;318,95;IL00009465;907000;Aqua Vital Quell- und Mineralwasser GmbH;700035900;Ferronordic GmbH;10002;274,96;Verwaltung;12.11.2020;Frankfurt;0438700932;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47710?task_form_url_id=871dff5dd6d34e3879a3564aced056f9;
KST Belegung;EAV_Buchhaltung;290,00;IL00009465;907000;Hyva Germany GmbH;700029500;Ferronordic GmbH;10002;250,00;Verwaltung;09.11.2020;Frankfurt;835914;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47673?task_form_url_id=2d95782d2187505fb5b7203ab408d21e;
KST Belegung;EAV_Buchhaltung;59,28;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;51,10;Verwaltung;05.11.2020;Frankfurt;822023604-0001;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47665?task_form_url_id=c5e4fe0c5a31a370004f88f5b113a90c;
KST Belegung;EAV_Buchhaltung;18,78;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;16,19;Verwaltung;08.11.2020;Frankfurt;20428490;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47661?task_form_url_id=73b71b216eef35e12f0ab355c86af762;
KST Belegung;EAV_Buchhaltung;45,10;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;38,88;Verwaltung;08.11.2020;Frankfurt;20428491;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47660?task_form_url_id=e6a39212b176ef2a9c270626a7f67c93;
KST Belegung;EAV_Buchhaltung;2320,00;IL00009465;907000;Martin Rapp Nutzfahrzeuge-Service;700013500;Ferronordic GmbH;10002;2000,00;Verwaltung;07.11.2020;Frankfurt;169/20;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47652?task_form_url_id=fdb1362d3f217459a53d3dfe4a4e0dc7;
KST Belegung;EAV_Buchhaltung;3020,73;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;3020,73;Verwaltung;30.10.2020;Frankfurt;7006868921;Credit Note;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47611?task_form_url_id=b02571e5d089a5dc709328580de2fe47;
KST Belegung;EAV_Buchhaltung;142,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;142,00;Verwaltung;30.10.2020;Frankfurt;5026570334;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47609?task_form_url_id=16a145c161ab08cdc5853c9d50291767;
KST Belegung;EAV_Buchhaltung;191,39;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;165,00;Verwaltung;30.10.2020;Frankfurt;5026570330;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47606?task_form_url_id=13afb0774b8b9533edc72f37aedc82bb;
KST Belegung;EAV_Buchhaltung;137,92;IL00009465;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;118,90;Verwaltung;04.11.2020;Frankfurt;212405499;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47607?task_form_url_id=e6c915d996d759dd2358664d6115b6c3;
KST Belegung;EAV_Buchhaltung;3472,79;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;3472,79;Verwaltung;30.10.2020;Frankfurt;5026570332;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47603?task_form_url_id=d82706740ecab2aee6a75143690a4d59;
KST Belegung;EAV_Buchhaltung;955,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;955,00;Verwaltung;30.10.2020;Frankfurt;5026570331;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47602?task_form_url_id=8fe0b8cf4d1c39a12a509d1a709d0b5e;
KST Belegung;EAV_Buchhaltung;35,43;IL00009465;907000;Night Star Express Hellmann & Honold Gmb;700031000;Ferronordic GmbH;10002;30,54;Verwaltung;05.11.2020;Frankfurt;5026570331;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47601?task_form_url_id=c9f0dca392945d246c3ca695490a1c5e;
KST Belegung;EAV_Buchhaltung;54,01;IL00009465;907000;Night Star Express Hellmann & Honold Gmb;700031000;Ferronordic GmbH;10002;46,56;Verwaltung;31.10.2020;Frankfurt;DE2000416980;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47600?task_form_url_id=6c7aa5004e5f0629125a108aaf50a7f7;
KST Belegung;EAV_Buchhaltung;39,28;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;33,86;Verwaltung;04.11.2020;Frankfurt;20405583;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47599?task_form_url_id=f230873af43727820ca3c96979a76aff;
KST Belegung;EAV_Buchhaltung;23,83;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;20,55;Verwaltung;31.10.2020;Frankfurt;78462479;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47598?task_form_url_id=ab46444f1499fd689dab5ee732369cb9;
KST Belegung;EAV_Buchhaltung;671,65;IL00009465;907000;Hydraulik Lemcke OHG;700072200;Ferronordic GmbH;10002;579,01;Verwaltung;31.10.2020;Frankfurt;2020-11306;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47597?task_form_url_id=b09ef038851c3671ff1950836d4fdc26;
KST Belegung;EAV_Buchhaltung;385,64;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;332,45;Verwaltung;04.11.2020;Frankfurt;20402983;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47596?task_form_url_id=e36ad025d4e954a92408917195f42cc4;
KST Belegung;EAV_Buchhaltung;38,58;IL00009465;907000;TNT Express GmbH;700021200;Ferronordic GmbH;10002;33,26;Verwaltung;04.11.2020;Frankfurt;810954794;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47577?task_form_url_id=15ac16f517508da5674a6c7602248ffb;
KST Belegung;EAV_Buchhaltung;98858,68;IL00009465;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;85223,00;Verwaltung;04.11.2020;Frankfurt;3303950;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47575?task_form_url_id=838fa71bd2f406e6bf97d6b0abc7966f;
KST Belegung;EAV_Buchhaltung;115,86;IL00009465;907000;HANSA-FLEX AG;700032700;Ferronordic GmbH;10002;99,88;Verwaltung;04.11.2020;Frankfurt;1109693672/04.11.2020;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47574?task_form_url_id=9358ef3742b2219a8255f6b110b701d5;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;HANSA-FLEX AG;700032700;Ferronordic GmbH;10002;0,00;Verwaltung;04.11.2020;Frankfurt;1109693672/04.11.2020;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47564?task_form_url_id=1047e9cb3decde263816101237e07da1;
KST Belegung;EAV_Buchhaltung;837,52;IL00009465;907000;HANSA-FLEX AG;700032700;Ferronordic GmbH;10002;722,00;Verwaltung;02.11.2020;Frankfurt;RE-20-528;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47567?task_form_url_id=e6615655e137e0bae3eedd53d4409f56;
KST Belegung;EAV_Buchhaltung;217,58;IL00009465;907000;Volvo Group Trucks Vertriebs GmbH VB Dre;700001400;Ferronordic GmbH;10002;187,57;Verwaltung;04.11.2020;Frankfurt;5200904;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47563?task_form_url_id=58ecf75fe2cdc54134815934d0abfa36;
KST Belegung;EAV_Buchhaltung;156,46;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;134,88;Verwaltung;03.11.2020;Frankfurt;10344066;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47559?task_form_url_id=284b4227b48daa35714765334232911a;
KST Belegung;EAV_Buchhaltung;2480,37;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;2138,25;Verwaltung;09.11.2020;Frankfurt;1330;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47558?task_form_url_id=e9b86bf9f95a2a20c4782e224ee771cd;
KST Belegung;EAV_Buchhaltung;700,35;IL00009465;907000;WALKE-KFZ-SERVICE GmbH;700009400;Ferronordic GmbH;10002;603,75;Verwaltung;04.11.2020;Frankfurt;20200626;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47557?task_form_url_id=6c5920c9711c02538cfe4cf45619639b;
KST Belegung;EAV_Buchhaltung;327,91;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;282,68;Verwaltung;31.10.2020;Frankfurt;393938;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47556?task_form_url_id=b2ab05c4ec2b1a3f2334563a255de01d;
KST Belegung;EAV_Buchhaltung;70,04;IL00009465;907000;WALKE-KFZ-SERVICE GmbH;700009400;Ferronordic GmbH;10002;60,38;Verwaltung;04.11.2020;Frankfurt;2020062611;Credit Note;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47555?task_form_url_id=7de44f7ccc6c82d90dcc66ba99903e41;
KST Belegung;EAV_Buchhaltung;2480,37;IL00009465;907000;WALKE-KFZ-SERVICE GmbH;700009400;Ferronordic GmbH;10002;2138,25;Verwaltung;09.11.2020;Frankfurt;1330;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47543?task_form_url_id=0f0fb2e5577123a251ae232b170ea156;
KST Belegung;EAV_Buchhaltung;81,41;IL00009465;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;81,41;Verwaltung;31.10.2020;Frankfurt;2654025729;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47504?task_form_url_id=53491d2996189d68b96745231db88d28;
KST Belegung;EAV_Buchhaltung;60,78;IL00009465;907000;Aqua Vital Quell- und Mineralwasser GmbH;700035900;Ferronordic GmbH;10002;52,40;Verwaltung;03.11.2020;Frankfurt;12011106336;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47500?task_form_url_id=dad2e7b9aac6f23a658f4a9e3a5f0873;
KST Belegung;EAV_Buchhaltung;308,79;IL00009465;907000;Abschleppservice Fröhlich GmbH;700017200;Ferronordic GmbH;10002;266,20;Verwaltung;03.11.2020;Frankfurt;12011106336;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47497?task_form_url_id=32b6400f6cba6ad6e8e715d6d1bba3f3;
KST Belegung;EAV_Buchhaltung;114,84;IL00009465;907000;JMP Autoservice;700067900;Ferronordic GmbH;10002;99,00;Verwaltung;04.11.2020;Frankfurt;20-76;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47491?task_form_url_id=78a28a296957df36a9ba7308dcb6fd45;
KST Belegung;EAV_Buchhaltung;779,64;IL00009465;907000;JMP Autoservice;700067900;Ferronordic GmbH;10002;672,10;Verwaltung;04.11.2020;Frankfurt;20-1359;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47490?task_form_url_id=199fbc4ec919e827284f7423b2a99584;
KST Belegung;EAV_Buchhaltung;1148,40;IL00009465;907000;JMP Autoservice;700067900;Ferronordic GmbH;10002;990,00;Verwaltung;04.11.2020;Frankfurt;20-1357;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47489?task_form_url_id=fdea583281c55d5fa9ef763431735687;
KST Belegung;EAV_Buchhaltung;76,32;IL00009465;907000;Adolf Würth GmbH & Co.KG;700002800;Ferronordic GmbH;10002;65,79;Verwaltung;31.10.2020;Frankfurt;6027552600;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47476?task_form_url_id=307950a8c9e83b2fd53725bbbb094031;
KST Belegung;EAV_Buchhaltung;145,35;IL00009465;907000;Federn-Schulze GbR Fahrzeugteile;700011600;Ferronordic GmbH;10002;125,30;Verwaltung;30.10.2020;Frankfurt;R20020540(Bei;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47451?task_form_url_id=cf6be83e906799b1a31742def8651048;
KST Belegung;EAV_Buchhaltung;1395,90;IL00009465;907000;Inge Seeger;700072800;Ferronordic GmbH;10002;1395,90;Verwaltung;30.10.2020;Frankfurt;2020-10115;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47431?task_form_url_id=2ab38e6e4f706487ba0acadc1a1f1dac;
KST Belegung;EAV_Buchhaltung;74,16;IL00009465;907000;Hellmann Worldwide Logistics Road&Rail G;700022700;Ferronordic GmbH;10002;63,93;Verwaltung;03.11.2020;Frankfurt;6322583;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47418?task_form_url_id=a180e42da8644c68d430373c621c68f9;
KST Belegung;EAV_Buchhaltung;301,53;IL00009465;907000;Hellmann Worldwide Logistics Road&Rail G;700022700;Ferronordic GmbH;10002;259,94;Verwaltung;28.10.2020;Frankfurt;202807;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47415?task_form_url_id=d0e1747da77ccd115701f9a005aed12c;
KST Belegung;EAV_Buchhaltung;12371,40;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;10665,00;Verwaltung;31.10.2020;Frankfurt;DE326482667INNG00328566;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47413?task_form_url_id=becc019e36a2dbbca53e806639f659c1;
KST Belegung;EAV_Buchhaltung;21924,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;18900,00;Verwaltung;31.10.2020;Frankfurt;DE326482667INNG00328565;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47412?task_form_url_id=2a320f5bbd0fa937fd953f3f8d07d71f;
KST Belegung;EAV_Buchhaltung;1484,80;IL00009465;907000;Martin Rapp Nutzfahrzeuge-Service;700013500;Ferronordic GmbH;10002;1280,00;Verwaltung;31.10.2020;Frankfurt;166/20;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47399?task_form_url_id=2373b393aeccfde6e009c83826a27058;
KST Belegung;EAV_Buchhaltung;1624,00;IL00009465;907000;Martin Rapp Nutzfahrzeuge-Service;700013500;Ferronordic GmbH;10002;1400,00;Verwaltung;30.09.2020;Frankfurt;146/20;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47398?task_form_url_id=e2e77199152566d62bc38b2f3a60293e;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Martin Rapp Nutzfahrzeuge-Service;700013500;Ferronordic GmbH;10002;0,00;Verwaltung;30.09.2020;Frankfurt;146/20;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47391?task_form_url_id=ff22549b744ce1fe3ada290bb8865b9d;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Martin Rapp Nutzfahrzeuge-Service;700013500;Ferronordic GmbH;10002;0,00;Verwaltung;30.09.2020;Frankfurt;146/20;Invoice;2020-11-12;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47386?task_form_url_id=548c7dc58292576e2a43d0c6cbd4f702;
KST Belegung;EAV_Buchhaltung;1024,60;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;1024,60;Verwaltung;06.11.2020;Frankfurt;5026575299;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47246?task_form_url_id=7239d5125bc1c55f3f8f0e8c42b25d56;
KST Belegung;EAV_Buchhaltung;862,15;IL00009465;907000;Lavazza Professional Germany GmbH;700002200;Ferronordic GmbH;10002;743,23;Verwaltung;10.11.2020;Frankfurt;5026575299;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47244?task_form_url_id=4d30afc13870c5cf92682bfc10e1d841;
KST Belegung;EAV_Buchhaltung;439,64;IL00009465;907000;IBD Industriebedarf Dresden UG;700007200;Ferronordic GmbH;10002;379,00;Verwaltung;11.11.2020;Frankfurt;2020-0224;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47242?task_form_url_id=e91f4d439cb032a081fb50c2155ed9f6;
KST Belegung;EAV_Buchhaltung;91,20;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;91,20;Verwaltung;30.10.2020;Frankfurt;5026570352;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47241?task_form_url_id=083b91ee1c52175830847361dee838d7;
KST Belegung;EAV_Buchhaltung;580,00;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;500,00;Verwaltung;09.11.2020;Frankfurt;2020-0983;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47240?task_form_url_id=a84dc2615986d7f5cb3517e287cf1ca8;
KST Belegung;EAV_Buchhaltung;190,50;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;190,50;Verwaltung;06.11.2020;Frankfurt;5026575311;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47238?task_form_url_id=937b928d93d48456bb4dce68903d3da3;
KST Belegung;EAV_Buchhaltung;6,81;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;5,87;Verwaltung;09.11.2020;Frankfurt;263273;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47237?task_form_url_id=f84c06c80640e4906433a314672faab4;
KST Belegung;EAV_Buchhaltung;46,20;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;44,00;Verwaltung;06.11.2020;Frankfurt;5026575301;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47235?task_form_url_id=db66a027d19f5d1a654b6e9424202094;
KST Belegung;EAV_Buchhaltung;2032,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;2032,00;Verwaltung;06.11.2020;Frankfurt;7006870279;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47234?task_form_url_id=2e451fe484e324662e0bdf1d1663fe24;
KST Belegung;EAV_Buchhaltung;619,44;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;534,00;Verwaltung;10.11.2020;Frankfurt;424710;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47233?task_form_url_id=e16e2e4236b842d499b7a8402361f106;
KST Belegung;EAV_Buchhaltung;82,94;IL00009465;907000;Wüllhorst GmbH & Co. KG;700022000;Ferronordic GmbH;10002;71,50;Verwaltung;09.11.2020;Frankfurt;5009647;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47232?task_form_url_id=fd37efc7502861ead10c7cfbd6837ac9;
KST Belegung;EAV_Buchhaltung;13,62;IL00009465;907000;Wüllhorst GmbH & Co. KG;700022000;Ferronordic GmbH;10002;11,74;Verwaltung;09.11.2020;Frankfurt;263272;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47231?task_form_url_id=63ed9c3f67bdea1caa76494a2cd17077;
KST Belegung;EAV_Buchhaltung;41,76;IL00009465;907000;WALKE-KFZ-SERVICE GmbH;700009400;Ferronordic GmbH;10002;36,00;Verwaltung;09.11.2020;Frankfurt;20200636;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47228?task_form_url_id=32536638d4ccda490f62d58060034033;
KST Belegung;EAV_Buchhaltung;1838,46;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;1838,46;Verwaltung;04.11.2020;Frankfurt;7006870163;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47227?task_form_url_id=8df3ca05339722ee690f74f24a75c39a;
KST Belegung;EAV_Buchhaltung;203,20;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;203,20;Verwaltung;06.11.2020;Frankfurt;5026573982;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47226?task_form_url_id=adcbbea2dad45e9e0fb5948f7ec7060f;
KST Belegung;EAV_Buchhaltung;2392,05;IL00009465;907000;PEMA GmbH;700025300;Ferronordic GmbH;10002;2062,11;Verwaltung;06.11.2020;Frankfurt;35020054913;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47224?task_form_url_id=c5aeb532c6829977578459b35538d018;
KST Belegung;EAV_Buchhaltung;51,04;IL00009465;907000;Karo As Umweltschutz GmbH;700009300;Ferronordic GmbH;10002;44,00;Verwaltung;06.11.2020;Frankfurt;150-V249607;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47223?task_form_url_id=5ffcd57d8f115359e2c96728fc0082b8;
KST Belegung;EAV_Buchhaltung;641,20;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;641,20;Verwaltung;06.11.2020;Frankfurt;7006870619;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47220?task_form_url_id=ae7506b5a6ff16eeb1d857b91d1d7e7f;
KST Belegung;EAV_Buchhaltung;812,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;700,00;Verwaltung;09.11.2020;Frankfurt;2020-0984;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47219?task_form_url_id=e5014f2d58173ba63756229cc54c28ce;
KST Belegung;EAV_Buchhaltung;554,21;IL00009465;907000;Adolf Würth GmbH & Co.KG;700002800;Ferronordic GmbH;10002;477,77;Verwaltung;04.11.2020;Frankfurt;6027650796;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47218?task_form_url_id=599f364d0a92fbc18d9eaea089d517f2;
